unit,category,label,score,object-label,object-truth,object-activation,object-intersect,object-iou
75,object,pool table,0.360234149144,pool table,170886.0,207878.0,100309.0,0.360234149144
2194,object,pool table,0.333974224333,pool table,170886.0,324496.0,124024.0,0.333974224333
2172,object,pool table,0.317340844765,pool table,170886.0,315496.0,117167.0,0.317340844765
629,object,car,0.278269034968,car,380353.0,217248.0,130093.0,0.278269034968
511,object,car,0.243015449499,car,380353.0,197326.0,112939.0,0.243015449499
1423,object,pool table,0.223708221814,pool table,170886.0,271695.0,80909.0,0.223708221814
1414,object,pool table,0.200349559188,pool table,170886.0,202035.0,62244.0,0.200349559188
1050,object,chandelier,0.182141328745,chandelier,104113.0,166595.0,41710.0,0.182141328745
1403,object,pool table,0.171958795041,pool table,170886.0,234927.0,59544.0,0.171958795041
1281,object,grass,0.171134887673,grass,272458.0,267824.0,78950.0,0.171134887673
1420,object,pool table,0.154427065624,pool table,170886.0,168631.0,45417.0,0.154427065624
1697,object,car,0.144980484985,car,380353.0,271197.0,82501.0,0.144980484985
587,object,chandelier,0.143158582977,chandelier,104113.0,126677.0,28902.0,0.143158582977
1404,object,pool table,0.14043145318,pool table,170886.0,213493.0,47332.0,0.14043145318
68,object,pool table,0.135689745531,pool table,170886.0,121662.0,34953.0,0.135689745531
1437,object,pool table,0.134533729592,pool table,170886.0,206663.0,44770.0,0.134533729592
1639,object,wardrobe,0.130063208354,wardrobe,346141.0,293190.0,73583.0,0.130063208354
743,object,television,0.129546633162,television,107358.0,160549.0,30726.0,0.129546633162
1352,object,swivel chair,0.127633209418,swivel chair,121415.0,278985.0,45320.0,0.127633209418
533,object,toilet,0.124439017101,toilet,79529.0,138701.0,24151.0,0.124439017101
1707,object,bed,0.124016986281,bed,1574503.0,262433.0,202676.0,0.124016986281
972,object,lamp,0.123907088706,lamp,315848.0,171595.0,53739.0,0.123907088706
1983,object,pool table,0.123675141235,pool table,170886.0,209614.0,41879.0,0.123675141235
1804,object,cradle,0.123370616082,cradle,35491.0,234082.0,29605.0,0.123370616082
2192,object,pool table,0.121696217942,pool table,170886.0,258478.0,46583.0,0.121696217942
815,object,car,0.119429919653,car,380353.0,146294.0,56187.0,0.119429919653
709,object,sky,0.117229645574,sky,2070079.0,280094.0,246601.0,0.117229645574
407,object,painting,0.116835722483,painting,756767.0,161951.0,96110.0,0.116835722483
1701,object,computer,0.114293440086,computer,131511.0,227004.0,36773.0,0.114293440086
1621,object,toilet,0.111847863401,toilet,79529.0,279977.0,36165.0,0.111847863401
656,object,stove,0.110537831573,stove,180040.0,161547.0,34000.0,0.110537831573
1106,object,sofa,0.110126351879,sofa,1213092.0,275079.0,147629.0,0.110126351879
1415,object,pool table,0.109801116942,pool table,170886.0,145677.0,31320.0,0.109801116942
1820,object,cradle,0.109070844333,cradle,35491.0,220782.0,25203.0,0.109070844333
1780,object,cradle,0.105529799241,cradle,35491.0,280706.0,30183.0,0.105529799241
1885,object,cradle,0.104864672913,cradle,35491.0,294310.0,31302.0,0.104864672913
1698,object,tvmonitor,0.103919759278,tvmonitor,139477.0,273251.0,38853.0,0.103919759278
2176,object,pool table,0.10381248809,pool table,170886.0,263547.0,40858.0,0.10381248809
442,object,car,0.103793435261,car,380353.0,135836.0,48539.0,0.103793435261
1689,object,toilet,0.102670372833,toilet,79529.0,296937.0,35053.0,0.102670372833
1480,object,road,0.101150812609,road,1924478.0,308897.0,205156.0,0.101150812609
2143,object,book,0.100403766626,book,187631.0,284944.0,43119.0,0.100403766626
1457,object,person,0.100292074958,person,1104355.0,277438.0,125951.0,0.100292074958
1645,object,wardrobe,0.099685410932,wardrobe,346141.0,246717.0,53742.0,0.099685410932
1716,object,bed,0.0990919474996,bed,1574503.0,261407.0,165522.0,0.0990919474996
1033,object,car,0.0964605707625,car,380353.0,144515.0,46175.0,0.0964605707625
2178,object,washer,0.0956836145324,washer,41680.0,266206.0,26887.0,0.0956836145324
2124,object,bookcase,0.0953252454994,bookcase,159141.0,272967.0,37606.0,0.0953252454994
1636,object,counter,0.0944533660889,counter,173766.0,261045.0,37525.0,0.0944533660889
186,object,cradle,0.094370051493,cradle,35491.0,136869.0,14863.0,0.094370051493
292,object,tree,0.0924649867437,tree,1331577.0,220228.0,131343.0,0.0924649867437
1651,object,wardrobe,0.0917903464264,wardrobe,346141.0,245379.0,49731.0,0.0917903464264
249,object,cushion,0.0914733177287,cushion,305360.0,157679.0,38806.0,0.0914733177287
1899,object,cradle,0.0905793585327,cradle,35491.0,234218.0,22401.0,0.0905793585327
1238,object,pool table,0.0904972433293,pool table,170886.0,268411.0,36456.0,0.0904972433293
248,object,bed,0.090365937267,bed,1574503.0,170173.0,144593.0,0.090365937267
1252,object,grass,0.0899538900613,grass,272458.0,196523.0,38705.0,0.0899538900613
2044,object,washer,0.0898467830052,washer,41680.0,268522.0,25573.0,0.0898467830052
1837,object,stove,0.0894078044857,stove,180040.0,215439.0,32457.0,0.0894078044857
1961,object,stove,0.0893557627151,stove,180040.0,223465.0,33098.0,0.0893557627151
1677,object,washer,0.0885814101571,washer,41680.0,274591.0,25736.0,0.0885814101571
728,object,pool table,0.0881419186439,pool table,170886.0,125933.0,24043.0,0.0881419186439
914,object,car,0.0881029504448,car,380353.0,139313.0,42077.0,0.0881029504448
1665,object,washer,0.0875225594098,washer,41680.0,231895.0,22017.0,0.0875225594098
428,object,tree,0.0866712721817,tree,1331577.0,206817.0,122700.0,0.0866712721817
1932,object,cradle,0.0865079933235,cradle,35491.0,252878.0,22960.0,0.0865079933235
1588,object,pillow,0.0861399839099,pillow,115482.0,222036.0,26768.0,0.0861399839099
505,object,sink,0.0856108506954,sink,133624.0,149157.0,22300.0,0.0856108506954
142,object,sky,0.085419363836,sky,2070079.0,264848.0,183752.0,0.085419363836
1814,object,bed,0.0851459397833,bed,1574503.0,252975.0,143393.0,0.0851459397833
1597,object,bed,0.0850513744126,bed,1574503.0,214189.0,140206.0,0.0850513744126
